card_number,expiry_month,expiry_year,cvv
5105101581035069,09,2031,782
5200823476883154,06,2033,130
5301257785032203,12,2028,660
4012882301887278,02,2026,563
5200829446436221,12,2028,067
2223000888213979,01,2031,290
4242428602439005,08,2027,581
4111112365133884,03,2030,036
340000863403076,10,2032,5738
4000001027367887,06,2029,107
4111115406227979,12,2031,214
4242423672152836,03,2026,528
340000641629687,06,2033,9554
2223002882996716,11,2029,104
4111117981839194,03,2026,685
4012882174904697,04,2030,459
2223005423156583,08,2028,225
5301252680866045,08,2032,307
340000396891904,11,2032,6972
4242425892723320,05,2030,628
370000452745369,10,2027,3948
5105103693334588,07,2028,927
2223002914842490,12,2026,349
4111114374982210,05,2027,442
370000150866970,04,2026,3575
4000007566300494,01,2031,680
4242427588140215,01,2029,632
4000005919666975,11,2028,352
4242425869070333,04,2033,383
340000764183421,09,2026,8278
5301252729645145,02,2030,311
340000662528453,12,2030,9943
4111113054747075,05,2028,571
4000003620404125,02,2027,848
5200829909329079,03,2032,913
5200826341496417,07,2031,459
4242428203985786,02,2028,247
4012884039792531,08,2032,584
4111114878061560,04,2030,266
5105100856603171,07,2029,207
4242426965069146,01,2030,776
4242428583700938,07,2032,944
5301257710500084,08,2027,071
4000005766956966,09,2031,238
4111118334554795,12,2027,873
5301254050233467,12,2031,002
5301257624339041,11,2029,510
5200821970996233,01,2026,284
5105109500175734,07,2027,645
340000567790034,06,2026,3191
2223007078761873,12,2031,431
4242421164079004,01,2033,065
5200823201105865,07,2029,510
5200827759743274,02,2032,604
5200823945159293,06,2031,078
4000008108199436,07,2033,868
370000605561325,07,2026,7852
2223001097186253,07,2030,564
5301259949774654,09,2029,146
5105100154746656,10,2032,149
4000004926384938,05,2029,466
4012884024797016,05,2030,675
4012887228012975,01,2031,862
4111118358711842,06,2027,554
5200829607706537,08,2032,057
5301251600187219,03,2029,740
4111117429108319,01,2033,474
2223007359813260,11,2031,632
5105107260655333,05,2028,726
5301255486088425,03,2027,418
2223005318696487,06,2030,043
4111119183714639,04,2033,324
340000400304142,09,2026,7853
4242422387671908,12,2028,716
370000334246529,03,2026,6472
2223001761858518,01,2031,420
5200822629756481,12,2027,462
5200825690610636,05,2028,372
2223002809262424,06,2026,414
340000585578056,12,2033,2595
5301250630723878,07,2030,380
340000632278973,07,2032,5229
5105108989910660,02,2031,064
4242423363574991,11,2030,416
4000001023810807,04,2028,329
4012882834319146,01,2028,055
2223007017364532,05,2029,017
4012882977962900,11,2033,917
5200828895094804,07,2033,908
2223002461844246,10,2026,275
5105107623890825,01,2032,367
5301258207079194,03,2030,567
4111117310764584,01,2031,150
4242422087078974,03,2029,687
4000001116548371,11,2028,061
5301256523006396,02,2029,345
5301251647750565,09,2031,052
340000998877988,05,2031,5677
340000124890178,07,2033,5594
340000747919727,04,2026,9227
5105109691579058,06,2031,226
5105108388395273,11,2026,803
4012884259099500,01,2030,940
5200827967683171,06,2029,894
4000005409150779,12,2028,115
340000599500039,01,2026,1918
370000367106590,12,2026,2853
5301251866267192,10,2031,792
340000860095073,04,2028,0748
2223003046118353,10,2031,301
370000586629786,03,2032,9818
5200829210664610,10,2028,943
4111118076484391,11,2027,722
2223004950289362,12,2033,867
4012884404583556,06,2026,673
370000553326523,12,2033,6039
4000002110503990,06,2026,023
4242428539287998,03,2028,384
4012888775439025,02,2029,694
5301255259902273,05,2032,821
5200820809044603,01,2027,189
4242428737379191,12,2029,670
5200828101877927,12,2032,736
4012887439521574,10,2031,524
5105107746413315,05,2029,340
370000030165031,03,2029,9742
5200820361018607,09,2026,222
4111113809918179,08,2029,783
4012884118557540,10,2030,435
5301254945147831,10,2033,749
4242421336713910,11,2026,471
2223006905810077,11,2031,091
4000007471344140,02,2033,723
5200827539312333,12,2028,535
370000321322242,04,2026,3315
4242423005019454,04,2026,474
5301254477499782,01,2026,376
4111119853974091,06,2027,526
370000202043065,10,2032,8771
340000171093767,01,2029,1984
5200827536055687,08,2033,281
4111114829938593,11,2033,884
2223000777988012,12,2030,340
5301256976502545,03,2030,263
4012887885212397,02,2032,677
4012882037539698,04,2032,807
340000914047658,04,2033,9233
5105109361056262,06,2031,629
2223009565772918,04,2032,151
4242428411681912,10,2033,977
2223004522456721,04,2029,103
340000260795892,12,2028,2153
5301254803635745,02,2030,876
5301259418786114,09,2033,076
5301256129668862,03,2028,952
4000003406090353,06,2032,303
5105105170367213,11,2033,888
4242427829255012,06,2029,221
4242424878731845,09,2029,916
370000958286785,04,2027,9310
2223002757258614,03,2033,018
5105106186343834,08,2028,905
4012883644724921,11,2026,787
5200829825567307,06,2030,614
5301252474629518,09,2030,666
4012889312680568,12,2030,394
4000005403676696,11,2029,170
2223003908329221,06,2028,761
4242426585934737,01,2030,650
5301259112798936,04,2033,581
4111115542527167,05,2032,186
4000008147805027,03,2027,354
4242420687209601,03,2028,384
370000999891320,07,2031,1007
4111117580851236,03,2027,817
2223008238247910,01,2028,847
5200828474317055,12,2028,561
5301253157205063,11,2028,089
4000000693452601,05,2031,442
5301259030717299,02,2031,740
4242420338707524,01,2027,575
370000200764209,01,2028,1649
5200829999677130,10,2033,359
370000996804656,05,2032,1070
340000970847579,08,2031,2465
4000007721365598,04,2026,229
5301257379866354,12,2033,579
4242424467186286,12,2031,534
370000575365863,02,2029,4366
4000002311017709,03,2027,965
5105108615189846,09,2032,056
4012889887362584,04,2029,108
4000001651096554,03,2031,696
5105103833810216,11,2031,056
2223009023897828,09,2027,636
370000134962283,04,2030,4450
370000374840108,09,2026,0198
4111119415214762,10,2031,686
4012881656151819,05,2030,596
4000000836778870,12,2027,673
4111118894528288,11,2027,200
340000078624680,11,2032,6175
5105108795340813,01,2033,854
5105107647586623,03,2026,637
4000006348183822,08,2026,505
5105109519691887,08,2029,045
4012881671466267,09,2026,251
4000004761758345,08,2032,133
4012880470176580,10,2033,236
5200822134329329,03,2028,515
4012881093093558,11,2032,852
2223003359888543,07,2033,335
5105103392210212,03,2028,702
2223006034545321,10,2033,434
4012880521253958,07,2032,441
370000164819387,11,2029,5317
4242425803908168,05,2030,800
340000096027759,07,2031,2580
2223002227441972,12,2031,920
5200824530323690,01,2031,556
4242422470415650,07,2031,188
2223008248244683,09,2027,351
5200829111444583,03,2030,130
5200826549946072,06,2029,441
370000175858861,02,2028,4632
4000004298807631,01,2032,311
370000101142067,11,2029,2986
2223007468413143,11,2027,352
370000595550809,04,2027,0756
4012889825292042,11,2032,513
4012880034754682,06,2031,281
5200821725917815,05,2030,917
370000632748986,11,2028,2978
4242426479977222,03,2028,335
5301258878788016,02,2028,875
340000967549832,11,2032,7952
5200827480862344,06,2030,607
340000347546862,03,2029,5978
5301255504455069,01,2033,730
5200823661012957,01,2028,167
4012886466677317,09,2032,567
2223002753095572,12,2032,735
5105108489718720,03,2032,771
5301253085008324,10,2032,034
5105105298625443,06,2027,306
340000968335652,05,2030,3035
340000295324346,03,2033,3952
2223008459906988,04,2028,089
5105102920518245,02,2027,501
5301251652117262,06,2026,320
4012886607623980,11,2030,244
5105102534763740,12,2028,208
4012883698154744,02,2031,656
2223006277168112,11,2032,012
4000001876893207,10,2032,643
370000991682826,09,2029,1864
5301250009922333,02,2031,487
370000797577154,05,2030,3343
4012884581103855,04,2031,751
5301255060849713,09,2031,669
4242426651446376,06,2032,291
4242423631733064,03,2032,691
5105101528792327,08,2030,735
4000005336972733,05,2027,754
4111117853162980,10,2027,271
4000001743543357,07,2026,435
2223000942973576,01,2026,525
4111112847938504,04,2027,568
4242424556256891,06,2026,902
5301259951718276,01,2032,249
5105107208330064,08,2026,534
2223008515023646,08,2029,990
5301256598947839,05,2029,973
5200827584917390,12,2026,936
340000462257071,12,2032,0021
4012888816194704,05,2030,953
4111111780658343,11,2027,399
2223000548694782,06,2033,159
2223004304747750,05,2030,602
4012887784630780,11,2031,061
340000456567634,10,2027,5147
340000474512174,12,2033,6473
370000237677523,11,2033,8331
4000006772072269,03,2026,925
5200820242481123,09,2030,754
5301253592566442,04,2027,559
5301258952966918,02,2032,780
4012881929953405,10,2026,516
340000688807055,06,2026,2485
4242422105621847,02,2030,429
5301250068101720,12,2027,014
5301255584376805,09,2029,533
5301252111254704,05,2031,734
4000007965606434,04,2028,492
340000313837881,12,2028,3270
370000314200363,10,2026,3687
370000902614405,01,2026,2556
340000465570215,07,2028,4888
5301257328077715,06,2030,785
340000613077915,02,2033,5502
5200826303132638,06,2026,568
340000888412326,06,2031,1565
5105104238065927,05,2028,968
5105107083168852,11,2029,914
340000833912396,11,2030,0266
5301256627374047,05,2031,132
4111112924837017,02,2033,722
5105104965105698,06,2026,711
340000477525769,01,2032,9523
5105100826829880,01,2029,242
4111112357473298,05,2032,372
5301257402562715,06,2027,800
4111119731406118,04,2027,272
4242420415768423,08,2033,828
2223007200553842,03,2029,954
5105103355862561,03,2030,928
5200829401723753,05,2029,807
4000001358187177,10,2030,722
5105102553701969,09,2033,133
4012883577170001,08,2027,321
5105103671305345,09,2027,638
340000182461656,10,2030,9111
5301259808114612,02,2028,315
4000006324902120,06,2027,623
5200821687223434,03,2031,151
5301259626493834,05,2027,120
5301257134956227,04,2027,389
4111114595592475,09,2033,090
4012880272015325,12,2028,611
4111115543763126,07,2031,601
4012886931071435,12,2028,047
5105107798635419,12,2029,848
5105108032896379,11,2027,394
4012885842866578,03,2026,147
5301258982537440,09,2030,325
5301251960885865,04,2031,214
4012882734071698,04,2027,526
5105106750898619,06,2026,626
4012888892173168,05,2026,221
4242420333194470,11,2030,422
2223002891580287,07,2031,845
5105108267803769,06,2031,809
4012884006802016,05,2029,419
4000004078116575,04,2027,508
5200822598979296,11,2032,586
5301253440379840,04,2027,234
340000219145306,05,2027,5713
4111110131065141,06,2031,676
4012882068505550,12,2028,836
340000282384022,05,2026,7223
5200822896304288,09,2030,418
370000853015859,03,2031,2521
5301252805140334,03,2033,715
4111113337318017,07,2027,268
4012889962692129,04,2031,702
4111112082241358,02,2029,055
5301259181572204,02,2026,922
4242420881255509,08,2032,301
2223005489830303,04,2028,744
370000107096820,05,2027,5881
5200826874577286,06,2026,739
5105100302508883,10,2026,457
4242422698178544,04,2032,728
4000009902502981,06,2033,696
5105109477975082,08,2026,971
340000700424152,01,2026,2862
340000740715940,11,2026,3669
4242425928324127,03,2033,838
5301252693274419,02,2026,182
4242422913392508,05,2033,742
5105104485462231,04,2031,801
5105102993063186,04,2026,408
4000007624368392,08,2031,298
370000251476869,07,2027,6920
4012886338073893,04,2033,539
4242422008820660,11,2029,875
5105102732995375,08,2030,349
5301256160115658,01,2032,325
340000642838006,07,2026,0431
4012889038917575,08,2026,772
4000002714950928,03,2028,071
370000839128339,02,2033,5746
4111112592724554,09,2029,096
340000435455596,05,2029,4977
5105101167111367,09,2028,707
2223009541594170,02,2028,330
5301259836007374,12,2028,595
5200829999204539,12,2026,160
5200829315952456,02,2026,636
2223001512573259,04,2028,862
370000699033991,09,2032,2556
4242424527963559,01,2026,243
370000226428128,08,2033,1222
5105105410124390,09,2030,829
4242422258082813,11,2026,066
5105108524937111,07,2028,400
2223005858749068,10,2028,563
2223004541496054,07,2032,882
5200827234795709,11,2033,272
4111119514394655,08,2028,337
4000009789868851,08,2030,653
370000492239407,07,2029,0158
4111118149733865,04,2026,800
340000591751838,10,2029,3471
4012884873683754,06,2032,592
5105106068105533,08,2027,990
4242424016303945,08,2033,255
4012883522407805,05,2027,219
2223004756463864,10,2030,155
4242420006761597,09,2032,650
5200822056584471,01,2027,652
5105100934146433,04,2033,697
4012889097318459,03,2027,602
4242422945671333,05,2028,179
2223009178793160,05,2029,505
370000090344450,06,2031,1190
4242421072347493,09,2026,783
4111113299172402,01,2033,644
5301257960661727,09,2031,718
5200826647835441,07,2032,413
4012887031958505,08,2031,792
4012888731969032,04,2029,540
4012887513673044,12,2031,946
4242423518332113,03,2026,702
4012880170829272,01,2027,642
5200828821608453,07,2030,935
340000445153868,10,2033,9341
5301251777237409,05,2032,402
370000318980416,02,2031,9423
5200825763040950,09,2030,185
4111116034383176,10,2028,670
2223007522111675,12,2032,003
5301259114433227,12,2032,250
2223003323646191,03,2032,775
2223005784026193,10,2029,615
5200825828301876,03,2032,773
4000003866846526,09,2032,988
4000003736607090,02,2031,282
5105108363079363,08,2027,553
2223003392895166,01,2030,982
5200827622537135,07,2027,744
2223001085790413,05,2031,598
4242428909367461,11,2026,310
2223006506643778,04,2026,843
340000503092156,01,2028,7202
4242426660938389,04,2028,788
2223006184278665,03,2029,285
4111117534507017,04,2031,382
370000216201576,03,2033,2309
340000364062298,10,2027,0774
4012881499049485,06,2028,675
5301251545387387,10,2029,728
2223007452010202,07,2031,305
5301257379311419,03,2029,841
4000002127834164,05,2031,616
5301254473502423,10,2027,998
4000008653887146,07,2031,649
4000003795152509,05,2028,896
370000069219477,08,2031,9832
340000907572159,12,2028,0201
5301252879484154,06,2030,333
4242420482654852,04,2027,987
5200825285695968,07,2026,991
340000325759644,12,2033,4286
4242420670662725,09,2030,343
4111115822725374,07,2032,039
4242421179751514,05,2032,270
4000005286300521,07,2026,528
5301250258824982,03,2031,149
5301252946322320,12,2027,542
4242425281861400,09,2027,922
4012880739186040,09,2026,025
4111119335224263,03,2031,879
5105104066351076,11,2032,311
4111114875706233,09,2027,424
4012889315928113,04,2029,713
4111115680831074,09,2030,750
4000005459328598,02,2032,144
2223003442577756,07,2030,359
5105107964854323,06,2029,659
370000818385967,03,2033,4462
2223009114462425,10,2031,894
4012884977484778,05,2030,460
4111111296957650,04,2030,977
5200825310765737,10,2028,080
4111119438828176,12,2031,650
370000156542351,10,2029,7684
4111119533082737,05,2032,999
5105107047208315,12,2032,857
4242422038906778,06,2030,664
370000401468899,01,2031,5043
2223001302909192,11,2028,803
4000006251718945,09,2029,957
4000007118069944,04,2033,952
370000510469408,02,2031,3802
370000253581310,05,2026,4942
5301255513544986,09,2026,541
2223004918570135,08,2027,837
5200825728144939,05,2031,811
4111113917464611,09,2027,376
5105103096645218,10,2028,566
4000005085784099,02,2029,431
4242420033045642,09,2030,818
2223001438641263,11,2026,375
2223001680211187,05,2028,839
4242428012041268,05,2027,957
5200822515836603,04,2030,179
5301257208700824,04,2031,837
370000836557068,08,2030,5941
5301253256613761,07,2033,436
370000344723996,10,2029,4880
4111116616971786,02,2030,399
5301253755447927,06,2033,836
4242425608049135,01,2031,902
4000003851755500,09,2027,857
4111115084369283,01,2031,775
2223001334461683,12,2026,821
5301251203357680,09,2030,717
5301254968721066,12,2031,550
4111112850420432,05,2031,274
370000513955320,09,2031,2379
5105106445870494,06,2028,511
4012882227741708,04,2027,816
2223006012041301,04,2028,935
4111111415762874,01,2030,216
5301254800123471,05,2028,413
5200827528854790,09,2030,259
4242421300202734,08,2030,965
4111117510047053,06,2030,672
340000257137918,08,2033,8208
4111110315644299,09,2028,645
4012888745944187,02,2030,194
5105108874688017,07,2027,275
5200822947080473,07,2033,242
340000393026751,12,2030,1458
5105109640794865,12,2032,066
4111111133529944,08,2033,621
5105106721322194,04,2032,138
5200824204078794,07,2032,348
4012888094562960,07,2027,500
5200826684128197,05,2029,735
4012880296472171,06,2026,094
340000112253405,08,2028,8921
4000007548233961,05,2029,698
4000006633380166,02,2027,494
370000115273486,11,2029,5217
4111111955579506,10,2026,713
4012883479742477,02,2033,707
370000443140035,01,2033,1762
4000008822237264,05,2027,310
4012881340870071,05,2030,659
4111111511242268,09,2029,764
4242423954711630,12,2031,886
340000932623787,09,2030,4290
370000953188523,12,2032,6914
5301252245275112,12,2033,217
4000001333272896,10,2027,748
4242422685909257,07,2028,905
370000961675743,12,2029,5884
5200820448716348,08,2032,990
340000615937306,01,2031,3402
5105100753613166,05,2032,952
2223003132945271,08,2028,629
370000572187377,07,2027,9105
370000833529011,03,2029,0993
4111112121433032,05,2033,837
5301253172993768,04,2032,839
340000517319199,04,2032,9905
5200829590548482,10,2030,434
340000864330948,03,2029,0592
370000109484693,03,2033,0627
5301256364492309,01,2029,153
4242427315801097,05,2033,469
4012889214362364,03,2030,553
2223004925032657,05,2026,252
5105109751710346,09,2028,690
5301251092444839,07,2026,095
5200821546881919,09,2027,212
4012888593528124,10,2029,149
340000387849697,07,2032,9699
2223005540049869,01,2026,105
5200823599960251,01,2029,556
5301258725568264,04,2032,702
370000243967595,11,2028,6181
5200821131935930,12,2033,257
5200826367331068,04,2031,586
5105106247123910,03,2030,984
4012889338423837,12,2028,801
4000003403149301,10,2026,695
5200829664287835,04,2031,927
4111119951080619,11,2029,761
4000001486332968,10,2032,793
4111116732731973,12,2028,665
4111118840233678,10,2029,471
340000420364910,09,2031,4348
4012885069377101,01,2028,510
4111116600835245,03,2032,428
5105101830683800,01,2029,221
5301255905759630,06,2026,293
370000996040673,07,2027,8456
4000006165203364,08,2029,931
4000006192063617,10,2028,661
4111117655859213,10,2026,322
5301255076440762,02,2026,877
4012884937598121,02,2027,885
5301259227246748,03,2028,796
4242426219513766,08,2026,016
5200824176330934,08,2030,491
5200826447396735,09,2030,112
5301255067551007,07,2032,615
4012886455125286,07,2030,997
4012880268940569,11,2033,509
5200829049132995,04,2031,044
5105109331185340,04,2028,185
5301259405323855,02,2028,720
5105103403969665,01,2029,546
4000003156155703,09,2030,790
340000311847148,04,2030,9448
370000181598949,09,2027,4786
370000419476470,07,2026,0358
2223004754761178,05,2028,964
370000740107265,12,2027,6771
340000240585140,06,2030,0294
370000876717705,08,2027,0012
340000609472021,09,2033,6979
5301254544135575,05,2032,901
2223009549325007,12,2027,154
4111117834207599,03,2027,008
4242421939248330,10,2033,221
4012887523036117,02,2030,281
5301259129378342,09,2026,426
5105100103034493,10,2028,916
340000906889158,02,2029,7705
4242427627703395,08,2028,351
5105109729128183,05,2032,839
4012885638983314,09,2030,067
5200828972749965,06,2030,440
370000970012763,06,2026,3304
4111119962474959,10,2026,822
5105100997381406,02,2029,020
5105102397466035,10,2031,074
4012887794507036,09,2026,489
4111117544844772,05,2033,970
4242429399739870,03,2031,012
370000172341259,06,2028,9653
2223004910996098,09,2028,353
340000823017776,10,2028,5026
4012884144070328,02,2032,547
4111117969191634,04,2029,377
5301259218091194,09,2027,472
4000006831293070,06,2029,902
5200822841049780,11,2033,342
2223005649699440,07,2026,950
4242421743579169,10,2027,504
2223000828810900,10,2026,960
5301258563247658,07,2026,195
4000005640927142,12,2029,182
370000282639493,09,2029,6835
4111119999700343,06,2030,501
5200829937922671,01,2029,061
4012882055825912,03,2033,917
4111116270010798,05,2028,340
5301250353659465,05,2033,533
4111118854724497,02,2027,182
4111111717010063,02,2028,863
4242427002789498,10,2033,413
2223006846782385,11,2028,011
370000031166400,02,2028,0610
4000003391292642,02,2031,159
4242422878322474,03,2032,771
4111117448744557,07,2028,099
4000008409030306,03,2030,513
2223004895834314,08,2029,668
4242427500411140,03,2026,901
4111112750764228,09,2030,988
4242424764478352,08,2030,908
4242428010766965,02,2027,957
5301252008404016,11,2026,512
370000510088463,05,2031,6229
5105103118370514,12,2031,055
4242423476930965,07,2027,764
4242424121582672,07,2028,240
5105109762885699,03,2033,512
5200820919643393,05,2032,387
5200828877063819,07,2031,298
5105106892710110,04,2031,795
2223001654144810,11,2028,332
4242423164441853,04,2028,757
340000868017046,01,2029,0613
5200827214909965,02,2029,091
340000307218338,04,2027,0161
4242429924488704,10,2026,379
370000865055737,01,2032,1098
5301250417517899,09,2031,059
4012882278504146,09,2029,999
5301257940024251,12,2029,616
5200822962998963,07,2033,125
4242423035557036,10,2026,540
5105105448361378,01,2027,059
4012883180372242,09,2033,286
2223008739640506,11,2027,225
4012889625013358,01,2030,859
5301254329709966,11,2032,349
2223000416400866,08,2026,432
4012889778634216,02,2033,920
2223005087432460,03,2027,645
4012881650344857,08,2028,284
2223006065106506,07,2029,404
340000274679926,10,2030,0228
4000000562340069,04,2028,753
5200828818696198,06,2026,800
4111114781126963,07,2032,591
2223006159387350,02,2032,781
4012881928627620,11,2026,032
370000771771492,01,2033,1846
5200821402160309,04,2026,489
5200821586267029,01,2028,087
5301254313513077,04,2026,030
340000444135569,06,2032,1667
5105101974905035,03,2029,277
5200824490844602,07,2026,191
5200820208044345,11,2029,630
5301256956092376,07,2030,298
4000008539588926,10,2027,040
4012883383850648,09,2029,133
340000482704953,08,2031,7488
5200824563880970,01,2031,401
2223005515925457,01,2030,730
370000587162639,10,2026,2814
2223007017462849,04,2031,717
4012881372459637,12,2032,736
5105108038512442,09,2027,712
370000628129811,09,2027,3308
370000552850952,03,2026,0848
5105108789379876,12,2028,430
4111111509379080,02,2032,511
4012886352503957,07,2026,398
4000001900596701,06,2031,645
4111113259694601,12,2027,724
2223002975572309,01,2030,636
5105101705956299,10,2028,600
5200822733022788,02,2031,882
5200822692661790,06,2027,602
5200822394003465,05,2029,185
4012885575373578,09,2033,659
4242422126315601,09,2029,450
340000571279008,02,2030,9267
370000787915406,02,2031,7118
4000008509164153,02,2026,354
4000002744802784,03,2028,083
4000004690050913,11,2028,191
2223006716458629,01,2026,064
5200827190134331,04,2026,487
370000497993511,08,2026,4898
4242420356567909,08,2026,719
370000922174000,06,2031,5012
4012883661540879,10,2028,377
2223001400152208,07,2028,389
370000548471343,09,2030,5205
5105108033517966,04,2028,562
5301259285700222,10,2026,711
5200821294139346,09,2031,514
5105107988715591,10,2027,017
340000302341564,01,2028,5006
5200823779606369,05,2032,800
5200825573190763,01,2030,486
4111119124733318,04,2026,470
5200827472028359,06,2030,110
340000483495205,11,2026,7309
4242423292393372,03,2030,902
340000339962234,11,2026,6554
4012886368620647,03,2030,622
4000004350809608,12,2030,616
370000897512002,03,2029,9352
5301258971642243,09,2031,783
4111110985597538,07,2026,330
4242429888586303,12,2031,535
370000474136167,04,2026,7778
4000002916369851,11,2032,880
4000001522366905,12,2033,992
5301254461615815,08,2030,559
5301251508221045,11,2027,987
4242424417540541,05,2030,132
4012887753484409,05,2033,502
5301252596750655,04,2031,098
4000003168222731,12,2028,897
2223006035152176,12,2032,377
2223009523425856,04,2026,893
4111114791219485,03,2033,227
340000065894197,02,2031,0302
340000150409737,10,2029,8428
5200828495316771,10,2028,916
4242427326952285,12,2027,191
370000423010075,01,2026,4650
2223005951986963,05,2033,498
5105104652737993,01,2031,167
4000001017729104,10,2026,200
4242427153870253,08,2029,073
4111114523142641,03,2031,369
2223007324565276,09,2028,467
2223007929772582,05,2030,272
5301256237844538,10,2033,855
370000378081485,09,2033,4120
2223008070943428,05,2032,513
5301254022375719,01,2033,473
5105100382665496,01,2028,433
370000315763096,01,2031,9787
4000000145119915,08,2031,143
4012881032932767,10,2032,232
4012884786011630,03,2029,848
4242420060164076,07,2027,289
370000950923203,08,2028,2293
4012889286916402,06,2033,166
5301256527835568,02,2027,803
4012887561269083,08,2026,591
4012887372441269,08,2028,998
2223008219050184,11,2032,284
4000001326730421,08,2027,080
4111113260401988,05,2031,901
2223000504586139,02,2031,432
5200826489194329,06,2026,423
340000893494699,05,2027,9178
370000009845456,12,2028,9082
4000007590454119,12,2031,331
370000429863568,11,2026,2380
370000942567621,02,2030,0180
370000368712479,11,2031,9312
4242422312153568,03,2031,487
5301252999022785,02,2033,663
4012883842139286,09,2030,669
5301252591105012,11,2028,908
5301258384698196,06,2033,513
5105101429245391,02,2033,946
340000918343673,01,2031,4329
4242425651017674,10,2028,925
5301256610235189,04,2033,155
2223003554217969,03,2028,920
340000665162268,06,2030,5354
340000486625824,12,2030,9191
5105100026352386,01,2030,358
4000006523255379,06,2030,379
4242428974690490,09,2029,261
370000066993371,04,2033,5325
5200821490751084,07,2032,309
2223003079733268,07,2029,229
370000931392775,06,2032,0262
5301259740597379,05,2029,001
4242428840863032,04,2029,991
5105102871358815,08,2028,844
4111111544681235,11,2032,826
4012888361444579,01,2030,343
4000003796017354,10,2031,363
4000001522092931,10,2029,864
5200823829529611,03,2026,710
5301259436349101,03,2032,129
5105100238950886,01,2029,651
340000900278507,09,2032,0013
370000009601024,11,2030,6890
5200829364487073,03,2033,386
4012882925164872,01,2028,743
4012888966846566,02,2032,562
340000641684146,03,2027,9966
370000797001684,04,2030,9587
4111115829634082,07,2029,296
4111111121792579,06,2033,327
2223006976028732,08,2026,451
2223006880696285,12,2027,428
340000700982035,03,2033,2348
4000009412763164,09,2030,368
5200824017108457,09,2027,609
4111118244007520,05,2033,417
5301259554433430,01,2032,007
5105102448315116,08,2032,459
5105101671455201,02,2032,326
340000724183800,06,2032,1588
5105104727552690,06,2031,461
370000460151147,01,2031,1878
340000509735337,09,2032,4957
5200821389953742,01,2029,437
4000004727673810,07,2027,711
4012885606988501,07,2027,940
4000006615551529,05,2031,149
370000146991775,03,2029,6069
370000221611280,10,2026,1641
370000292287358,01,2028,9398
2223005379758101,12,2029,480
2223000800156769,02,2026,771
5105103410352467,07,2027,644
5105105471033431,11,2032,170
5200825103694961,06,2033,277
4111112323908252,09,2029,692
4111111983850986,08,2027,721
4242420531164820,09,2033,165
370000643871397,10,2033,8431
5200822781597269,03,2027,290
370000874346085,07,2030,8126
370000585977871,10,2032,5918
5200820313952887,12,2032,293
370000756959716,09,2032,0051
5301251905746297,11,2030,934
4012885078108109,01,2029,233
4012886769111352,05,2028,084
340000371372763,08,2032,9702
4000002256221639,08,2027,397
4242421014166670,08,2028,833
5301250585129295,04,2027,410
4012883127305461,07,2031,318
5105105264852708,10,2028,779
5105103874799567,10,2027,351
4012882764354303,04,2029,746
4012881974446891,02,2032,413
4000000741012993,07,2026,456
5200826386853811,05,2029,688
340000372766765,08,2026,1366
4111110140299319,04,2028,747
4000003642839498,06,2026,618
4111117210579454,07,2030,621
2223006253066983,10,2031,708
4242421383763214,07,2026,409
5200827091325046,05,2031,542
340000597241065,11,2030,9187
4111111596206170,05,2033,279
4111111458103515,11,2027,324
340000976329473,09,2027,3052
2223008466438900,12,2032,500
5105106840259780,08,2031,588
5200826592033034,01,2033,546
5301253710633462,03,2030,064
5200822946789033,02,2030,601
4000008803230684,06,2032,536
4012889258882624,05,2031,379
4242423013200591,10,2029,593
4000004159357155,12,2031,727
370000565745025,07,2029,3954
340000012861372,03,2026,2830
370000180015267,02,2027,5689
5105108370093159,10,2032,535
340000913891023,06,2026,8922
4000009021095032,06,2032,590
4012885175326794,06,2027,170
4012887714885884,11,2028,154
5200820967461680,11,2031,584
5200825320452136,11,2031,225
4000001763464401,03,2032,807
340000138428676,05,2031,0788
4012887460252735,05,2032,276
5301256213654943,11,2028,772
340000399889137,01,2027,6476
5301250776792042,02,2032,774
4111113881444193,08,2031,907
4111118183737889,01,2028,981
370000115117618,01,2031,2063
5105101621335032,10,2031,941
5200824578418378,12,2030,115
5200828013476826,08,2033,675
4111113073300252,08,2027,670
4012889670591670,03,2028,854
4000006888402574,03,2031,944
5105100349210196,04,2026,387
4111119326166838,01,2032,668
4000000351248341,09,2030,853
2223001676703254,11,2027,220
2223001890751352,03,2028,516
4012885349483661,06,2032,168
340000481392206,01,2030,4903
340000422810274,09,2032,4447
370000495737746,03,2032,3207
4000006476525539,12,2027,648
4242423130188919,07,2032,209
5105104808046588,12,2030,259
4111116020684496,08,2032,606
4111114412447317,11,2033,339
370000140718430,09,2033,6270
4242423891389326,05,2032,936
4012886878066166,03,2027,413
340000138253280,07,2031,7262
5105101001551133,12,2032,113
5301251476617562,10,2032,236
4012885100324229,04,2030,680
5301257829795781,06,2029,791
4111117680037611,07,2026,718
5105102325537659,01,2027,761
5301259127247481,12,2026,730
340000836121557,07,2031,3439
4000003009386802,02,2030,663
2223000022524489,08,2029,770
4242427630066996,11,2031,539
5200825458583769,02,2030,660
5200826292497398,07,2028,261
370000976055360,11,2027,6253
4000002137155600,12,2033,631
4111112267176759,11,2026,395
370000585620984,04,2033,6806
5105102839485080,04,2029,371
4242422293910051,06,2031,726
5105105751946781,08,2026,370
5200821262979350,08,2031,414
2223006152635235,11,2027,315
